[10-Mar-2024 19:04:50 UTC] PHP Warning:  Undefined array key "id" in F:\Apache24\htdocs\quiz\quiz\edit.php on line 129
[10-Mar-2024 19:05:27 UTC] PHP Warning:  Undefined variable $quizID in F:\Apache24\htdocs\quiz\quiz\empty-form.html on line 7
[10-Mar-2024 19:10:49 UTC] PHP Warning:  Undefined array key "owner" in F:\Apache24\htdocs\quiz\quiz\responses.php on line 16
[10-Mar-2024 19:10:49 UTC] PHP Warning:  Undefined variable $quizID in F:\Apache24\htdocs\quiz\quiz\empty-form.html on line 7
[10-Mar-2024 19:10:50 UTC] PHP Warning:  Undefined array key "owner" in F:\Apache24\htdocs\quiz\quiz\edit.php on line 52
[10-Mar-2024 19:10:50 UTC] PHP Warning:  Undefined variable $quizID in F:\Apache24\htdocs\quiz\quiz\empty-form.html on line 7
[10-Mar-2024 19:10:53 UTC] PHP Warning:  Undefined array key "owner" in F:\Apache24\htdocs\quiz\quiz\edit.php on line 52
[10-Mar-2024 19:10:53 UTC] PHP Warning:  Undefined variable $quizID in F:\Apache24\htdocs\quiz\quiz\empty-form.html on line 7
[10-Mar-2024 19:10:55 UTC] PHP Warning:  Undefined variable $quizID in F:\Apache24\htdocs\quiz\quiz\empty-form.html on line 7
[10-Mar-2024 19:10:55 UTC] PHP Warning:  Undefined variable $quizID in F:\Apache24\htdocs\quiz\quiz\empty-form.html on line 7
[10-Mar-2024 19:10:58 UTC] PHP Warning:  Undefined array key "owner" in F:\Apache24\htdocs\quiz\quiz\edit.php on line 52
[10-Mar-2024 19:10:58 UTC] PHP Warning:  Undefined variable $quizID in F:\Apache24\htdocs\quiz\quiz\empty-form.html on line 7
[10-Mar-2024 19:11:32 UTC] PHP Warning:  Undefined variable $quizID in F:\Apache24\htdocs\quiz\quiz\empty-form.html on line 7
[10-Mar-2024 19:11:33 UTC] PHP Warning:  Undefined variable $quizID in F:\Apache24\htdocs\quiz\quiz\empty-form.html on line 7
[10-Mar-2024 19:11:37 UTC] PHP Warning:  Undefined array key "owner" in F:\Apache24\htdocs\quiz\quiz\responses.php on line 16
[10-Mar-2024 19:11:37 UTC] PHP Warning:  Undefined variable $quizID in F:\Apache24\htdocs\quiz\quiz\empty-form.html on line 7
[10-Mar-2024 19:11:39 UTC] PHP Warning:  Undefined array key "owner" in F:\Apache24\htdocs\quiz\quiz\responses.php on line 16
[10-Mar-2024 19:11:39 UTC] PHP Warning:  Undefined variable $quizID in F:\Apache24\htdocs\quiz\quiz\empty-form.html on line 7
[10-Mar-2024 19:11:40 UTC] PHP Warning:  Undefined variable $quizID in F:\Apache24\htdocs\quiz\quiz\empty-form.html on line 7
[10-Mar-2024 19:23:35 UTC] PHP Fatal error:  Uncaught mysqli_sql_exception: You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near 'r LEFT JOIN users u ON u.id=r.responder_id  WHERE r.quiz_id=?' at line 1 in F:\Apache24\htdocs\quiz\quiz\queries.php:144
Stack trace:
#0 F:\Apache24\htdocs\quiz\quiz\queries.php(144): mysqli->prepare()
#1 F:\Apache24\htdocs\quiz\quiz\responses.php(22): getQuizResponses()
#2 {main}
  thrown in F:\Apache24\htdocs\quiz\quiz\queries.php on line 144
[10-Mar-2024 19:23:55 UTC] PHP Warning:  Undefined array key "name" in F:\Apache24\htdocs\quiz\quiz\responses.php on line 46
[10-Mar-2024 19:23:55 UTC] PHP Warning:  Undefined array key "name" in F:\Apache24\htdocs\quiz\quiz\responses.php on line 46
[10-Mar-2024 19:23:55 UTC] PHP Warning:  Undefined array key "name" in F:\Apache24\htdocs\quiz\quiz\responses.php on line 46
[10-Mar-2024 19:23:55 UTC] PHP Warning:  Undefined array key "name" in F:\Apache24\htdocs\quiz\quiz\responses.php on line 46
[10-Mar-2024 19:23:55 UTC] PHP Warning:  Undefined array key "name" in F:\Apache24\htdocs\quiz\quiz\responses.php on line 46
[10-Mar-2024 19:23:55 UTC] PHP Warning:  Undefined array key "name" in F:\Apache24\htdocs\quiz\quiz\responses.php on line 46
[10-Mar-2024 19:23:55 UTC] PHP Warning:  Undefined array key "name" in F:\Apache24\htdocs\quiz\quiz\responses.php on line 46
[10-Mar-2024 19:23:55 UTC] PHP Warning:  Undefined array key "name" in F:\Apache24\htdocs\quiz\quiz\responses.php on line 46
[10-Mar-2024 19:23:55 UTC] PHP Warning:  Undefined array key "name" in F:\Apache24\htdocs\quiz\quiz\responses.php on line 46
[10-Mar-2024 19:23:55 UTC] PHP Warning:  Undefined array key "name" in F:\Apache24\htdocs\quiz\quiz\responses.php on line 46
[10-Mar-2024 19:23:55 UTC] PHP Warning:  Undefined array key "name" in F:\Apache24\htdocs\quiz\quiz\responses.php on line 46
[10-Mar-2024 19:23:55 UTC] PHP Warning:  Undefined array key "name" in F:\Apache24\htdocs\quiz\quiz\responses.php on line 46
[11-Mar-2024 11:18:03 UTC] PHP Warning:  Undefined variable $quizID in F:\Apache24\htdocs\quiz\quiz\empty-form.html on line 7
[11-Mar-2024 11:18:07 UTC] PHP Fatal error:  Uncaught mysqli_sql_exception: Field 'id' doesn't have a default value in F:\Apache24\htdocs\quiz\quiz\queries.php:12
Stack trace:
#0 F:\Apache24\htdocs\quiz\quiz\queries.php(12): mysqli_stmt->execute()
#1 F:\Apache24\htdocs\quiz\quiz\edit.php(25): addQuiz()
#2 {main}
  thrown in F:\Apache24\htdocs\quiz\quiz\queries.php on line 12
[11-Mar-2024 11:21:06 UTC] PHP Warning:  Undefined variable $quizID in F:\Apache24\htdocs\quiz\quiz\empty-form.html on line 7
[11-Mar-2024 21:08:53 UTC] PHP Warning:  Undefined variable $quizID in F:\Apache24\htdocs\quiz\quiz\empty-form.html on line 7
[11-Mar-2024 21:12:40 UTC] PHP Warning:  Undefined variable $quizID in F:\Apache24\htdocs\quiz\quiz\empty-form.html on line 7
[11-Mar-2024 21:13:30 UTC] PHP Warning:  Undefined array key "type" in F:\Apache24\htdocs\quiz\quiz\editquestion.php on line 80
[11-Mar-2024 21:17:14 UTC] PHP Warning:  Undefined variable $quizID in F:\Apache24\htdocs\quiz\quiz\empty-form.html on line 7
[12-Mar-2024 07:16:25 UTC] PHP Warning:  Undefined array key "type" in F:\Apache24\htdocs\quiz\quiz\editquestion.php on line 80
[12-Mar-2024 07:27:24 UTC] PHP Warning:  Undefined array key "type" in F:\Apache24\htdocs\quiz\quiz\editquestion.php on line 83
[12-Mar-2024 07:27:40 UTC] PHP Warning:  Undefined array key "type" in F:\Apache24\htdocs\quiz\quiz\editquestion.php on line 83
[12-Mar-2024 07:33:17 UTC] PHP Warning:  Undefined array key "type" in F:\Apache24\htdocs\quiz\quiz\editquestion.php on line 80
[12-Mar-2024 07:34:30 UTC] PHP Warning:  foreach() argument must be of type array|object, null given in F:\Apache24\htdocs\quiz\quiz\responses.php on line 41
[16-Mar-2024 14:44:31 UTC] PHP Fatal error:  Uncaught TypeError: shuffle(): Argument #1 ($array) must be of type array, null given in F:\Apache24\htdocs\quiz\quiz\view.php:75
Stack trace:
#0 F:\Apache24\htdocs\quiz\quiz\view.php(75): shuffle()
#1 F:\Apache24\htdocs\quiz\quiz\view.php(43): createQuestionState()
#2 {main}
  thrown in F:\Apache24\htdocs\quiz\quiz\view.php on line 75
[16-Mar-2024 15:09:39 UTC] PHP Fatal error:  Uncaught TypeError: shuffle(): Argument #1 ($array) must be of type array, null given in F:\Apache24\htdocs\quiz\quiz\view.php:75
Stack trace:
#0 F:\Apache24\htdocs\quiz\quiz\view.php(75): shuffle()
#1 F:\Apache24\htdocs\quiz\quiz\view.php(43): createQuestionState()
#2 {main}
  thrown in F:\Apache24\htdocs\quiz\quiz\view.php on line 75
[16-Mar-2024 15:28:02 UTC] PHP Warning:  Undefined array key "owner" in F:\Apache24\htdocs\quiz\quiz\view.php on line 53
[16-Mar-2024 15:28:04 UTC] PHP Warning:  Undefined array key "owner" in F:\Apache24\htdocs\quiz\quiz\view.php on line 53
[16-Mar-2024 15:28:04 UTC] PHP Warning:  Undefined array key "owner" in F:\Apache24\htdocs\quiz\quiz\view.php on line 53
[16-Mar-2024 15:28:05 UTC] PHP Warning:  Undefined array key "owner" in F:\Apache24\htdocs\quiz\quiz\view.php on line 53
[16-Mar-2024 15:28:15 UTC] PHP Warning:  Undefined array key "owner" in F:\Apache24\htdocs\quiz\quiz\view.php on line 53
[16-Mar-2024 15:39:14 UTC] PHP Warning:  Trying to access array offset on int in F:\Apache24\htdocs\quiz\question\questionEditor.php on line 37
[16-Mar-2024 15:39:16 UTC] PHP Warning:  Undefined array key "version" in F:\Apache24\htdocs\quiz\quiz\view.php on line 63
[16-Mar-2024 15:39:16 UTC] PHP Warning:  Trying to access array offset on int in F:\Apache24\htdocs\quiz\question\questionEditor.php on line 37
[16-Mar-2024 15:39:17 UTC] PHP Warning:  Undefined array key "version" in F:\Apache24\htdocs\quiz\quiz\view.php on line 63
[16-Mar-2024 15:39:17 UTC] PHP Warning:  Trying to access array offset on int in F:\Apache24\htdocs\quiz\question\questionEditor.php on line 37
[16-Mar-2024 15:39:17 UTC] PHP Warning:  Undefined array key "version" in F:\Apache24\htdocs\quiz\quiz\view.php on line 63
[16-Mar-2024 15:39:17 UTC] PHP Warning:  Trying to access array offset on int in F:\Apache24\htdocs\quiz\question\questionEditor.php on line 37
